-0.254 -0.458 0.761 -0.383 
0.572 -0.648 -0.495 -0.09 
0.389 0.241 -0.817 -0.351 
0.263 -0.025 -0.749 0.608 
0.418 -0.043 0.373 -0.827 
-0.318 0.215 0.921 -0.064 
-0.437 -0.251 0.312 -0.805 
-0.132 -0.681 0.711 -0.112 
-0.06 -0.575 -0.491 -0.651 
-0.824 -0.244 0.366 -0.358 
-0.762 -0.552 0.288 -0.179 
0.848 0.018 0.471 -0.242 
0.328 0.249 0.504 0.76 
0.665 -0.377 0.52 -0.381 
0.07 0.845 -0.48 -0.226 
-0.216 -0.534 0.817 0.02 
0.605 0.697 0.107 -0.369 
-0.391 0.882 0.227 0.134 
0.454 -0.611 0.648 0.006 
-0.195 -0.058 0.653 0.729 
0.116 0.396 -0.582 -0.701 
-0.691 -0.678 0.246 0.04 
0.257 -0.964 -0.072 0.016 
0.032 0.402 -0.723 0.56 
0.273 0.352 -0.508 -0.738 
0.77 -0.345 0.392 -0.367 
-0.813 0.16 0.472 0.303 
0.657 0.313 -0.487 0.484 
-0.641 -0.377 0.411 0.527 
-0.308 0.815 -0.077 0.485 
0.799 0.134 -0.226 0.541 
0.386 0.803 0.016 -0.454 
-0.624 0.242 -0.357 -0.652 
0.59 -0.168 0.734 -0.29 
0.322 -0.283 -0.885 0.184 
0.086 0.146 -0.317 0.933 
0.428 0.461 -0.777 0.036 
0.382 -0.234 -0.737 -0.506 
-0.643 -0.538 0.512 -0.186 
0.885 -0.021 0.132 0.446 
0.228 -0.308 -0.839 0.386 
-0.201 -0.473 -0.777 -0.363 
0.38 0.379 0.836 0.116 
0.588 0.66 0.25 -0.396 
0.581 -0.632 -0.401 0.319 
0.174 -0.526 0.445 0.704 
0.403 -0.072 0.859 -0.308 
0.739 -0.466 -0.139 0.467 
0.244 0.725 0.419 -0.49 
-0.921 -0.014 -0.268 0.283 
0.655 0.503 0.182 0.533 
-0.673 0.283 -0.406 -0.55 
-0.949 0.042 0.309 -0.042 
0.097 0.844 0.174 0.497 
-0.748 -0.375 0.54 -0.091 
0.694 -0.368 0.535 0.311 
-0.133 0.253 -0.664 0.691 
-0.22 0.722 0.655 0.02 
0.48 0.756 0.348 0.277 
-0.396 0.468 0.465 -0.639 
0.606 -0.774 -0.179 0.025 
-0.029 -0.002 -0.476 -0.879 
-0.089 0.453 0.819 0.342 
0.19 -0.681 -0.707 0.016 
-0.047 -0.87 -0.009 0.492 
-0.302 0.301 0.799 -0.424 
-0.403 -0.302 -0.788 0.355 
-0.838 -0.186 0.459 -0.23 
0.415 0.168 -0.55 0.705 
-0.203 0.089 -0.975 0.002 
0.491 -0.441 0.645 -0.385 
0.077 -0.752 -0.152 0.637 
0.81 -0.551 0.158 0.127 
0.245 -0.82 -0.506 -0.112 
0.921 0.171 -0.214 -0.278 
-0.424 -0.39 -0.223 -0.786 
0.61 0.426 0.613 -0.263 
-0.078 0.284 0.031 0.955 
0.468 -0.254 0.517 0.671 
0.122 0.144 -0.221 0.957 
-0.017 0.681 0.352 0.641 
-0.855 -0.142 -0.307 -0.392 
-0.051 0.507 0.86 -0.01 
0.202 0.95 0.218 -0.095 
-0.115 -0.172 0.955 -0.211 
0.419 0.362 -0.735 -0.39 
0.815 0.225 -0.155 0.512 
-0.538 0.346 0.007 -0.769 
-0.373 0.863 -0.217 0.263 
0.766 -0.478 -0.153 -0.401 
0.33 -0.64 -0.693 -0.034 
-0.901 -0.26 0.34 0.071 
0.267 0.746 -0.223 0.568 
-0.761 0.575 -0.147 0.263 
0.4 -0.128 -0.891 0.172 
0.257 0.371 -0.426 -0.784 
0.546 0.474 0.239 0.647 
-0.881 -0.251 -0.278 -0.29 
-0.517 0.024 0.686 -0.511 
-0.358 -0.005 -0.141 0.923 
-0.953 -0.192 0.058 -0.226 
0.693 -0.402 -0.085 0.592 
0.743 -0.596 0.264 -0.149 
-0.212 0.793 -0.101 -0.563 
0.392 -0.104 -0.909 -0.093 
0.024 0.103 -0.022 0.994 
-0.23 0.462 0.462 -0.721 
0.209 -0.575 -0.583 0.535 
0.347 -0.675 -0.272 -0.592 
0.526 0.689 -0.196 -0.458 
0.274 -0.798 0.198 -0.499 
-0.002 -0.62 -0.002 -0.785 
0.488 -0.846 -0.1 -0.191 
-0.155 -0.708 0.292 -0.624 
-0.474 0.34 -0.271 -0.766 
-0.057 0.216 -0.008 0.975 
-0.829 -0.298 0.38 0.283 
0.19 -0.134 -0.562 -0.794 
0.725 -0.391 -0.47 -0.318 
-0.048 0.811 0.58 0.064 
-0.206 0.312 0.537 0.756 
-0.71 -0.195 -0.676 0.031 
0.697 -0.619 0.002 -0.363 
0.66 0.246 -0.388 -0.594 
-0.129 0.924 -0.357 -0.035 
-0.635 -0.59 0.458 0.199 
-0.332 -0.941 0.061 -0.017 
0.414 -0.528 0.546 -0.501 
-0.543 0.616 0.278 0.499 
-0.073 0.39 0.915 0.066 
-0.736 -0.627 0.229 -0.113 
0.359 0.472 0.803 0.06 
0.387 0.603 0.025 -0.698 
-0.835 0.07 -0.239 0.49 
-0.17 -0.385 -0.865 0.272 
0.175 0.859 0.093 -0.473 
0.143 -0.41 0.655 0.618 
0.21 -0.015 0.969 0.133 
-0.52 -0.589 -0.307 -0.536 
0.688 0.714 -0.051 0.116 
-0.421 -0.542 0.441 0.579 
0.241 -0.183 -0.802 0.515 
-0.975 -0.18 0.066 0.108 
0.555 0.669 0.191 -0.456 
-0.333 0.825 0.413 -0.194 
-0.632 -0.579 -0.201 -0.475 
-0.517 0.777 0.181 -0.309 
-0.488 0.056 0.748 0.446 
-0.563 0.527 0.618 -0.151 
-0.618 -0.064 -0.406 -0.671 
0.391 -0.406 -0.004 0.826 
-0.123 0.855 -0.488 0.129 
0.471 0.257 -0.045 0.843 
-0.604 0.456 -0.534 -0.378 
0.274 -0.384 0.337 -0.815 
-0.429 -0.831 0.037 0.351 
0.53 0.234 0.08 -0.811 
-0.884 0.144 -0.332 0.297 
-0.096 -0.472 0.092 0.872 
0.72 -0.235 0.508 -0.41 
0.713 -0.109 -0.118 0.683 
-0.341 -0.277 -0.85 -0.292 
0.454 -0.437 -0.209 -0.748 
0.732 -0.618 -0.214 -0.191 
-0.294 0.864 -0.392 -0.112 
-0.099 -0.859 0.315 0.392 
-0.187 0.002 -0.979 -0.085 
-0.715 0.381 0.009 0.585 
0.24 0.506 0.815 0.148 
-0.496 -0.732 -0.376 -0.279 
-0.017 -0.123 -0.47 0.874 
0.65 0.234 0.249 -0.679 
-0.543 -0.745 0.078 -0.379 
-0.01 -0.935 0.356 -0.001 
0.502 -0.758 0.162 0.382 
-0.2 -0.061 -0.937 -0.279 
-0.71 -0.631 0.3 -0.093 
-0.481 0.577 0.397 0.528 
0.005 0.661 -0.506 0.554 
0.546 -0.533 0.459 -0.455 
-0.635 -0.498 -0.207 0.553 
-0.272 -0.676 0.133 0.672 
-0.107 0.279 0.761 0.576 
-0.719 -0.539 -0.317 -0.303 
-0.107 -0.148 0.035 -0.983 
-0.444 -0.836 0.32 0.047 
0.134 -0.385 -0.094 -0.908 
0.403 0.716 -0.537 0.19 
-0.013 0.45 -0.831 0.327 
-0.378 -0.846 -0.071 0.37 
0.447 0.464 -0.331 0.689 
-0.269 -0.768 0.25 0.525 
0.106 0.388 -0.915 -0.031 
-0.193 -0.264 0.608 -0.724 
0.066 0.827 0.091 0.552 
-0.851 0.493 0.048 0.175 
-0.279 0.606 0.728 0.159 
0.21 -0.699 -0.45 -0.515 
-0.362 -0.407 -0.433 0.718 
0.392 0.087 0.905 0.142 
-0.804 0.025 -0.004 0.594 
-0.481 -0.064 -0.845 -0.223 
-0.016 0.078 -0.105 0.991 
-0.459 -0.446 -0.262 0.723 
0.293 0.197 0.745 -0.566 
-0.613 0.618 -0.49 0.053 
0.246 -0.289 -0.155 0.912 
-0.8 -0.186 0.098 0.563 
-0.059 0.038 -0.993 0.092 
-0.539 0.342 -0.531 0.557 
-0.037 -0.666 -0.038 0.744 
-0.37 -0.726 0.166 0.555 
0.651 0.228 0.274 -0.67 
0.455 -0.226 0.707 -0.492 
0.986 -0.029 -0.019 -0.163 
0.395 -0.069 -0.845 -0.355 
0.948 -0.097 -0.296 0.065 
0.368 0.324 -0.858 0.153 
0.865 -0.454 0.008 0.214 
-0.351 -0.225 0.697 0.583 
0.815 0.491 -0.242 -0.193 
-0.315 -0.667 0.462 0.492 
0.884 -0.097 0.199 -0.411 
-0.344 0.721 0.597 -0.073 
0.178 0.185 0.963 0.084 
-0.448 -0.618 -0.633 0.126 
-0.414 -0.902 0.122 0.029 
0.348 -0.054 0.912 -0.209 
0.407 -0.307 0.415 -0.754 
-0.141 -0.486 -0.351 -0.788 
-0.519 0.146 0.817 -0.203 
-0.535 -0.223 -0.298 -0.758 
-0.529 -0.39 -0.187 0.73 
-0.821 -0.363 0.377 -0.228 
-0.155 0.855 -0.436 -0.235 
-0.297 -0.209 0.92 -0.146 
-0.666 -0.121 0.427 0.6 
0.586 -0.623 0.517 0.037 
-0.795 -0.537 -0.05 -0.278 
-0.036 0.972 -0.234 0 
-0.002 0.247 -0.881 -0.404 
0.701 0.131 0.684 0.155 
-0.463 -0.312 -0.822 0.113 
0.909 0.31 -0.192 0.204 
0.547 0.294 -0.751 0.223 
-0.319 0.064 -0.945 0.041 
0.121 0.162 0.143 -0.969 
0.4 0.196 0.692 -0.567 
0.876 0.436 -0.054 0.2 
-0.262 0.861 0.374 -0.226 
0.637 -0.181 0.367 -0.654 
-0.252 -0.524 0.261 0.77 
0.147 0.057 -0.986 0.056 
-0.288 0.931 -0.022 -0.223 
-0.937 0.284 0.007 -0.203 
0.085 -0.791 -0.498 -0.346 
-0.363 0.584 -0.726 0.01 
-0.184 0.785 0.15 -0.573 
0.354 -0.042 -0.927 -0.117 
-0.379 0.247 -0.719 0.528 
0.658 0.607 0.437 0.081 
-0.306 -0.141 -0.912 0.235 
-0.005 -0.924 -0.246 -0.292 
0.371 -0.519 -0.182 0.748 
0.643 -0.493 -0.186 0.555 
-0.763 -0.388 0.392 0.338 
-0.153 -0.262 0.466 -0.831 
0.367 0.926 -0.055 -0.065 
0.42 0.725 0.511 0.193 
-0.137 -0.111 0.39 0.904 
0.255 -0.462 -0.382 0.759 
0.808 -0.562 -0.177 -0.015 
-0.461 0.356 0.392 0.712 
0.398 0.566 -0.677 -0.252 
-0.437 -0.355 0.319 -0.763 
0.242 0.232 0.386 0.86 
-0.505 -0.695 -0.416 -0.298 
-0.893 0.309 0.053 -0.323 
0.864 0.033 0.427 0.267 
-0.109 -0.578 0.778 -0.221 
0.677 -0.019 0.733 0.064 
0.848 0.53 0.014 0.007 
0.879 0.068 -0.372 -0.291 
-0.558 -0.465 0.377 0.574 
0.468 0.336 -0.069 0.814 
-0.927 0.212 0.244 -0.188 
0.809 0.305 -0.459 0.202 
0.812 0.377 -0.227 0.383 
0.219 -0.436 0.774 -0.404 
-0.412 0.265 0.847 0.205 
-0.433 -0.453 0.626 -0.464 
-0.176 -0.834 0.442 -0.279 
-0.332 0.026 0.354 -0.874 
0.641 -0.044 -0.467 0.607 
0.024 -0.843 0.443 0.304 
-0.888 -0.436 0.141 0.028 
0.027 0.447 -0.338 0.828 
0.49 0.649 0.575 0.091 
-0.253 0.456 0.487 -0.701 
-0.587 0.509 0.606 0.169 
-0.539 -0.127 -0.183 -0.812 
-0.684 -0.089 0.246 0.68 
-0.44 0.176 -0.378 0.796 
-0.341 -0.617 -0.7 -0.115 
0.501 0.782 -0.33 -0.169 
-0.737 -0.459 -0.013 0.496 
0.89 -0.203 -0.387 0.13 
0.822 0.43 -0.369 0.055 
0.017 0.973 -0.137 0.183 
0.5 0.582 0.18 -0.616 
-0.486 0.722 0.365 -0.329 
0.053 -0.792 0.467 0.391 
-0.34 -0.348 0.724 -0.488 
0.39 -0.07 0.534 -0.747 
0.279 -0.538 0.795 0.018 
0.826 -0.422 0.35 -0.129 
0.107 -0.628 -0.585 -0.502 
0.323 -0.277 0.722 -0.545 
0.946 -0.289 0.057 0.135 
0.424 -0.293 -0.621 -0.59 
0.134 -0.533 -0.532 0.644 
-0.634 0.189 0.537 0.524 
0.267 -0.917 0.258 -0.144 
-0.02 0.519 0.633 -0.574 
0.245 -0.801 0.403 0.369 
-0.121 -0.213 -0.852 -0.462 
